anio,subregion_es,valor
1973,Europa del Este,0.31214439086589973
1973,Europa del Norte,0.21618554804885773
1973,Europa del Sur,0.21615333389723532
1973,Melanesia,0.10557332137676968
1973,Micronesia,0.058585037419147265
1973,Polinesia,0.07761438600510334
1973,Sudeste Asiático,0.15200675297078245
1973,África Subsahariana,0.11345093635469831
1973,África del Norte,0.12334522917883398
1973,NA,0.18237146671612098
1974,América Latina y el Caribe,0.15508581305935298
1974,América del Norte,0.1332529694140022
1974,Asia Occidental,0.09474522827039135
1974,Asia del Sur,0.11526008193531367
1974,Australia y Nueva Zelanda,0.2337197755839755
1974,Este de Asia,0.23401077815161042
1974,Europa Occidental,0.2606684218746659
1974,Europa del Este,0.31037990806563
1974,Europa del Norte,0.21667403988059714
1974,Europa del Sur,0.2218818863040079
1974,Melanesia,0.11340323447222997
1974,Micronesia,0.06346182212977695
1974,Polinesia,0.07048254917934767
1974,Sudeste Asiático,0.1465907176536027
1974,África Subsahariana,0.11399392399130091
1974,África del Norte,0.11584923469752972
1974,NA,0.19518332732552865
1975,América Latina y el Caribe,0.1530032963933091
1975,América del Norte,0.1274576585501281
1975,Asia Occidental,0.0967004734971605
1975,Asia del Sur,0.12466274490765161
1975,Australia y Nueva Zelanda,0.217188238096932
1975,Este de Asia,0.23185197723488185
1975,Europa Occidental,0.23213652990073178
1975,Europa del Este,0.3179213665810565
1975,Europa del Norte,0.20995107190889759
1975,Europa del Sur,0.2175277477775269
1975,Melanesia,0.11032049444441372
1975,Micronesia,0.051895576135092575
1975,Polinesia,0.06707300904908695
1975,Sudeste Asiático,0.15155716646510256
1975,África Subsahariana,0.11720080162256095
1975,África del Norte,0.11665095406271112
1975,NA,0.17684076696503337
1976,América Latina y el Caribe,0.1536537009379553
1976,América del Norte,0.12764265645766842
1976,Asia Occidental,0.10059300010503981
1976,Asia del Sur,0.12689579551930016
1976,Australia y Nueva Zelanda,0.22283241701880702
1976,Este de Asia,0.23384491915728428
1976,Europa Occidental,0.2301279592382933
1976,Europa del Este,0.31527889257192226
1976,Europa del Norte,0.20620291743762914
1976,Europa del Sur,0.22355729891623505
1976,Melanesia,0.11030324580389834
1976,Micronesia,0.04160889053354317
1976,Polinesia,0.06472068076272101
1976,Sudeste Asiático,0.15862506919351246
1976,África Subsahariana,0.11413943949801934
1976,África del Norte,0.1203084633542861
1976,NA,0.17729018255130627
1977,América Latina y el Caribe,0.15108889424586266
1977,América del Norte,0.12841282001958598
1977,Asia Occidental,0.09791789415001695
1977,Asia del Sur,0.13114268664952494
1977,Australia y Nueva Zelanda,0.2227093574034105
1977,Este de Asia,0.23495022307299887
1977,Europa Occidental,0.22336874064570705
1977,Europa del Este,0.31239840842179023
1977,Europa del Norte,0.20307350756294443
1977,Europa del Sur,0.2161269516198436
1977,Melanesia,0.10713393119367047
1977,Micronesia,0.03257030668719514
1977,Polinesia,0.0668794654214149
1977,Sudeste Asiático,0.15864294691106842
1977,África Subsahariana,0.1133847373222462
1977,África del Norte,0.11846530736235372
1977,NA,0.1763442863645717
1978,América Latina y el Caribe,0.15134212494357566
1978,América del Norte,0.1286500263390586
1978,Asia Occidental,0.10033879237496782
1978,Asia del Sur,0.1308659245452056
1978,Australia y Nueva Zelanda,0.219883688743712
1978,Este de Asia,0.23642772721987487
1978,Europa Occidental,0.2225803872111346
1978,Europa del Este,0.31216983221599426
1978,Europa del Norte,0.19859153532935614
1978,Europa del Sur,0.21360138035700404
1978,Melanesia,0.07957043453982315
1978,Micronesia,0.025786751221675314
1978,Polinesia,0.06975326963099672
1978,Sudeste Asiático,0.15987145849564474
1978,África Subsahariana,0.11493589616546035
1978,África del Norte,0.11940769571187274
1978,NA,0.18075341838768352
1979,América Latina y el Caribe,0.1518807151415279
1979,América del Norte,0.1289779206980186
1979,Asia Occidental,0.10072885993453809
1979,Asia del Sur,0.1265297888704498
1979,Australia y Nueva Zelanda,0.217876620609404
1979,Este de Asia,0.2354210376777386
1979,Europa Occidental,0.22119225615823723
1979,Europa del Este,0.318002039051115
1979,Europa del Norte,0.20561824851393787
1979,Europa del Sur,0.2155629862193827
1979,Melanesia,0.0944329251834419
1979,Micronesia,0.028958022815262524
1979,Polinesia,0.06992127733785584
1979,Sudeste Asiático,0.1601720282688638
1979,África Subsahariana,0.11646605466496401
1979,África del Norte,0.12135605049018074
1979,NA,0.17958956653969205
1980,América Latina y el Caribe,0.15007268777339705
1980,América del Norte,0.12292880205992575
1980,Asia Occidental,0.09223661743646266
1980,Asia del Sur,0.12491173224265749
1980,Australia y Nueva Zelanda,0.218070108175693
1980,Este de Asia,0.23721286849125114
